"GHO","COUNTRY","YEAR","REGION","WORLDBANKINCOMEGROUP","Display Value","Numeric","Low","High","Comments"
"WHS9_89","AFG","2010","EMR","","46","46.45000","","",""
"WHS9_89","ALB","2010","EUR","","23","22.68000","","",""
"WHS9_89","DZA","2010","AFR","","27","27.05000","","",""
"WHS9_89","AND","2010","EUR","","15","14.96000","","",""
"WHS9_89","AGO","2010","AFR","","47","46.57000","","",""
"WHS9_89","ATG","2010","AMR","","24","23.63000","","",""
"WHS9_89","ARG","2010","AMR","","25","24.87000","","",""
"WHS9_89","ARM","2010","EUR","","20","20.18000","","",""
"WHS9_89","AUS","2010","WPR","","19","18.99000","","",""
"WHS9_89","AUT","2010","EUR","","15","14.72000","","",""
"WHS9_89","AZE","2010","EUR","","21","20.89000","","",""
"WHS9_89","BHS","2010","AMR","","23","22.52000","","",""
"WHS9_89","BHR","2010","EMR","","20","20.03000","","",""
"WHS9_89","BGD","2010","SEAR","","31","31.30000","","",""
"WHS9_89","BRB","2010","AMR","","17","17.39000","","",""
"WHS9_89","BLR","2010","EUR","","15","15.00000","","",""
"WHS9_89","BEL","2010","EUR","","17","16.87000","","",""
"WHS9_89","BLZ","2010","AMR","","35","35.04000","","",""
"WHS9_89","BEN","2010","AFR","","44","43.70000","","",""
"WHS9_89","BTN","2010","SEAR","","29","29.43000","","",""
"WHS9_89","BOL","2010","AMR","","36","36.08000","","",""
"WHS9_89","BIH","2010","EUR","","15","15.05000","","",""
"WHS9_89","BWA","2010","AFR","","33","32.56000","","",""
"WHS9_89","BRA","2010","AMR","","25","25.45000","","",""
"WHS9_89","BRN","2010","WPR","","26","26.19000","","",""
"WHS9_89","BGR","2010","EUR","","14","13.72000","","",""
"WHS9_89","BFA","2010","AFR","","45","45.34000","","",""
"WHS9_89","BDI","2010","AFR","","38","37.87000","","",""
"WHS9_89","KHM","2010","WPR","","32","31.90000","","",""
"WHS9_89","CMR","2010","AFR","","41","40.58000","","",""
"WHS9_89","CAN","2010","AMR","","16","16.42000","","",""
"WHS9_89","CPV","2010","AFR","","32","31.80000","","",""
"WHS9_89","CAF","2010","AFR","","40","40.39000","","",""
"WHS9_89","TCD","2010","AFR","","45","45.44000","","",""
"WHS9_89","CHL","2010","AMR","","22","22.12000","","",""
"WHS9_89","CHN","2010","WPR","","19","19.41000","","",""
"WHS9_89","COL","2010","AMR","","29","28.74000","","",""
"WHS9_89","COM","2010","AFR","","43","42.61000","","",""
"WHS9_89","COG","2010","AFR","","41","40.59000","","",""
"WHS9_89","COK","2010","WPR","","32","32.30000","","",""
"WHS9_89","CRI","2010","AMR","","25","24.90000","","",""
"WHS9_89","CIV","2010","AFR","","41","40.94000","","",""
"WHS9_89","HRV","2010","EUR","","15","14.98000","","",""
"WHS9_89","CUB","2010","AMR","","17","17.32000","","",""
"WHS9_89","CYP","2010","EUR","","18","17.77000","","",""
"WHS9_89","CZE","2010","EUR","","14","14.02000","","",""
"WHS9_89","PRK","2010","SEAR","","23","22.88000","","",""
"WHS9_89","COD","2010","AFR","","46","46.28000","","",""
"WHS9_89","DNK","2010","EUR","","18","18.01000","","",""
"WHS9_89","DJI","2010","EMR","","36","35.80000","","",""
"WHS9_89","DMA","2010","AMR","","24","23.63000","","",""
"WHS9_89","DOM","2010","AMR","","31","31.03000","","",""
"WHS9_89","ECU","2010","AMR","","30","30.33000","","",""
"WHS9_89","EGY","2010","EMR","","32","31.53000","","",""
"WHS9_89","SLV","2010","AMR","","32","31.98000","","",""
"WHS9_89","GNQ","2010","AFR","","39","39.25000","","",""
"WHS9_89","ERI","2010","AFR","","42","41.59000","","",""
"WHS9_89","EST","2010","EUR","","15","15.33000","","",""
"WHS9_89","ETH","2010","AFR","","41","41.47000","","",""
"WHS9_89","FJI","2010","WPR","","29","29.04000","","",""
"WHS9_89","FIN","2010","EUR","","17","16.54000","","",""
"WHS9_89","FRA","2010","EUR","","18","18.37000","","",""
"WHS9_89","GAB","2010","AFR","","35","35.47000","","",""
"WHS9_89","GMB","2010","AFR","","44","43.98000","","",""
"WHS9_89","GEO","2010","EUR","","17","16.57000","","",""
"WHS9_89","DEU","2010","EUR","","13","13.48000","","",""
"WHS9_89","GHA","2010","AFR","","39","38.59000","","",""
"WHS9_89","GRC","2010","EUR","","15","14.57000","","",""
"WHS9_89","GRD","2010","AMR","","28","27.55000","","",""
"WHS9_89","GTM","2010","AMR","","41","41.49000","","",""
"WHS9_89","GIN","2010","AFR","","43","42.90000","","",""
"WHS9_89","GNB","2010","AFR","","41","41.30000","","",""
"WHS9_89","GUY","2010","AMR","","34","33.58000","","",""
"WHS9_89","HTI","2010","AMR","","36","35.94000","","",""
"WHS9_89","HND","2010","AMR","","37","36.76000","","",""
"WHS9_89","HUN","2010","EUR","","15","14.71000","","",""
"WHS9_89","ISL","2010","EUR","","21","20.81000","","",""
"WHS9_89","IND","2010","SEAR","","31","30.59000","","",""
"WHS9_89","IDN","2010","SEAR","","27","27.04000","","",""
"WHS9_89","IRN","2010","EMR","","23","22.94000","","",""
"WHS9_89","IRQ","2010","EMR","","43","43.16000","","",""
"WHS9_89","IRL","2010","EUR","","21","21.20000","","",""
"WHS9_89","ISR","2010","EUR","","27","27.24000","","",""
"WHS9_89","ITA","2010","EUR","","14","14.06000","","",""
"WHS9_89","JAM","2010","AMR","","29","29.05000","","",""
"WHS9_89","JPN","2010","WPR","","13","13.36000","","",""
"WHS9_89","JOR","2010","EMR","","38","37.51000","","",""
"WHS9_89","KAZ","2010","EUR","","24","24.49000","","",""
"WHS9_89","KEN","2010","AFR","","42","42.46000","","",""
"WHS9_89","KIR","2010","WPR","","30","30.30000","","",""
"WHS9_89","KWT","2010","EMR","","27","26.70000","","",""
"WHS9_89","KGZ","2010","EUR","","30","30.05000","","",""
"WHS9_89","LAO","2010","WPR","","35","34.51000","","",""
"WHS9_89","LVA","2010","EUR","","14","13.85000","","",""
"WHS9_89","LBN","2010","EMR","","25","24.79000","","",""
"WHS9_89","LSO","2010","AFR","","37","37.39000","","",""
"WHS9_89","LBR","2010","AFR","","43","43.49000","","",""
"WHS9_89","LBY","2010","EMR","","30","30.42000","","",""
"WHS9_89","LTU","2010","EUR","","15","14.87000","","",""
"WHS9_89","LUX","2010","EUR","","18","17.66000","","",""
"WHS9_89","MDG","2010","AFR","","43","43.10000","","",""
"WHS9_89","MWI","2010","AFR","","46","45.82000","","",""
"WHS9_89","MYS","2010","WPR","","30","30.34000","","",""
"WHS9_89","MDV","2010","SEAR","","27","26.60000","","",""
"WHS9_89","MLI","2010","AFR","","47","47.16000","","",""
"WHS9_89","MLT","2010","EUR","","15","14.98000","","",""
"WHS9_89","MHL","2010","WPR","","30","30.30000","","",""
"WHS9_89","MRT","2010","AFR","","40","39.88000","","",""
"WHS9_89","MUS","2010","AFR","","22","21.89000","","",""
"WHS9_89","MEX","2010","AMR","","29","29.10000","","",""
"WHS9_89","FSM","2010","WPR","","37","36.55000","","",""
"WHS9_89","MCO","2010","EUR","","18","18.37000","","",""
"WHS9_89","MNG","2010","WPR","","28","27.61000","","",""
"WHS9_89","MNE","2010","EUR","","19","19.21000","","",""
"WHS9_89","MAR","2010","EMR","","28","28.01000","","",""
"WHS9_89","MOZ","2010","AFR","","44","44.09000","","",""
"WHS9_89","MMR","2010","SEAR","","26","25.64000","","",""
"WHS9_89","NAM","2010","AFR","","36","36.42000","","",""
"WHS9_89","NRU","2010","WPR","","30","30.30000","","",""
"WHS9_89","NPL","2010","SEAR","","36","36.19000","","",""
"WHS9_89","NLD","2010","EUR","","18","17.70000","","",""
"WHS9_89","NZL","2010","WPR","","20","20.49000","","",""
"WHS9_89","NIC","2010","AMR","","34","34.46000","","",""
"WHS9_89","NER","2010","AFR","","49","48.97000","","",""
"WHS9_89","NGA","2010","AFR","","43","42.81000","","",""
"WHS9_89","NIU","2010","WPR","","32","32.30000","","",""
"WHS9_89","NOR","2010","EUR","","19","18.72000","","",""
"WHS9_89","OMN","2010","EMR","","27","27.16000","","",""
"WHS9_89","PAK","2010","EMR","","35","35.37000","","",""
"WHS9_89","PLW","2010","WPR","","30","30.30000","","",""
"WHS9_89","PAN","2010","AMR","","29","28.96000","","",""
"WHS9_89","PNG","2010","WPR","","39","39.06000","","",""
"WHS9_89","PRY","2010","AMR","","34","33.54000","","",""
"WHS9_89","PER","2010","AMR","","30","29.97000","","",""
"WHS9_89","PHL","2010","WPR","","35","35.44000","","",""
"WHS9_89","POL","2010","EUR","","15","14.79000","","",""
"WHS9_89","PRT","2010","EUR","","15","15.12000","","",""
"WHS9_89","QAT","2010","EMR","","13","13.49000","","",""
"WHS9_89","KOR","2010","WPR","","16","16.43000","","",""
"WHS9_89","MDA","2010","EUR","","17","16.67000","","",""
"WHS9_89","ROU","2010","EUR","","15","15.19000","","",""
"WHS9_89","RUS","2010","EUR","","15","15.04000","","",""
"WHS9_89","RWA","2010","AFR","","43","42.65000","","",""
"WHS9_89","KNA","2010","AMR","","24","23.63000","","",""
"WHS9_89","LCA","2010","AMR","","26","25.86000","","",""
"WHS9_89","VCT","2010","AMR","","26","26.49000","","",""
"WHS9_89","WSM","2010","WPR","","38","37.83000","","",""
"WHS9_89","SMR","2010","EUR","","14","14.06000","","",""
"WHS9_89","STP","2010","AFR","","40","40.32000","","",""
"WHS9_89","SAU","2010","EMR","","30","30.35000","","",""
"WHS9_89","SEN","2010","AFR","","44","43.68000","","",""
"WHS9_89","SRB","2010","EUR","","18","17.60000","","",""
"WHS9_89","SYC","2010","AFR","","23","22.75000","","",""
"WHS9_89","SLE","2010","AFR","","43","43.00000","","",""
"WHS9_89","SGP","2010","WPR","","17","17.40000","","",""
"WHS9_89","SVK","2010","EUR","","15","15.13000","","",""
"WHS9_89","SVN","2010","EUR","","14","13.91000","","",""
"WHS9_89","SLB","2010","WPR","","40","39.74000","","",""
"WHS9_89","SOM","2010","EMR","","45","44.93000","","",""
"WHS9_89","ZAF","2010","AFR","","30","30.13000","","",""
"WHS9_89","ESP","2010","EUR","","15","14.96000","","",""
"WHS9_89","LKA","2010","SEAR","","25","24.88000","","",""
"WHS9_89","SDN","2010","EMR","","40","40.09000","","",""
"WHS9_89","SUR","2010","AMR","","29","28.56000","","",""
"WHS9_89","SWZ","2010","AFR","","38","38.41000","","",""
"WHS9_89","SWE","2010","EUR","","17","16.54000","","",""
"WHS9_89","CHE","2010","EUR","","15","15.24000","","",""
"WHS9_89","SYR","2010","EMR","","37","36.90000","","",""
"WHS9_89","TJK","2010","EUR","","37","36.99000","","",""
"WHS9_89","THA","2010","SEAR","","21","20.53000","","",""
"WHS9_89","MKD","2010","EUR","","18","17.62000","","",""
"WHS9_89","TLS","2010","SEAR","","46","46.21000","","",""
"WHS9_89","TGO","2010","AFR","","40","39.65000","","",""
"WHS9_89","TON","2010","WPR","","37","37.47000","","",""
"WHS9_89","TTO","2010","AMR","","21","20.60000","","",""
"WHS9_89","TUN","2010","EMR","","23","23.46000","","",""
"WHS9_89","TUR","2010","EUR","","26","26.36000","","",""
"WHS9_89","TKM","2010","EUR","","29","29.23000","","",""
"WHS9_89","TUV","2010","WPR","","32","32.30000","","",""
"WHS9_89","UGA","2010","AFR","","48","48.43000","","",""
"WHS9_89","UKR","2010","EUR","","14","14.20000","","",""
"WHS9_89","ARE","2010","EMR","","17","17.03000","","",""
"WHS9_89","GBR","2010","EUR","","17","17.37000","","",""
"WHS9_89","TZA","2010","AFR","","45","44.72000","","",""
"WHS9_89","USA","2010","AMR","","20","20.08000","","",""
"WHS9_89","URY","2010","AMR","","23","22.51000","","",""
"WHS9_89","UZB","2010","EUR","","29","29.36000","","",""
"WHS9_89","VUT","2010","WPR","","38","38.25000","","",""
"WHS9_89","VEN","2010","AMR","","29","29.46000","","",""
"WHS9_89","VNM","2010","WPR","","24","23.60000","","",""
"WHS9_89","YEM","2010","EMR","","44","44.23000","","",""
"WHS9_89","ZMB","2010","AFR","","46","46.37000","","",""
"WHS9_89","ZWE","2010","AFR","","39","38.87000","","",""
"WHS9_92","AFG","2010","EMR","","4","3.75000","","",""
"WHS9_92","ALB","2010","EUR","","13","13.27000","","",""
"WHS9_92","DZA","2010","AFR","","7","6.82000","","",""
"WHS9_92","AND","2010","EUR","","22","22.29000","","",""
"WHS9_92","AGO","2010","AFR","","4","3.92000","","",""
"WHS9_92","ATG","2010","AMR","","10","10.20000","","",""
"WHS9_92","ARG","2010","AMR","","15","14.64000","","",""
"WHS9_92","ARM","2010","EUR","","15","14.59000","","",""
"WHS9_92","AUS","2010","WPR","","19","18.98000","","",""
"WHS9_92","AUT","2010","EUR","","23","23.12000","","",""
"WHS9_92","AZE","2010","EUR","","9","8.81000","","",""
"WHS9_92","BHS","2010","AMR","","10","10.40000","","",""
"WHS9_92","BHR","2010","EMR","","3","3.38000","","",""
"WHS9_92","BGD","2010","SEAR","","7","6.65000","","",""
"WHS9_92","BRB","2010","AMR","","16","16.37000","","",""
"WHS9_92","BLR","2010","EUR","","18","18.45000","","",""
"WHS9_92","BEL","2010","EUR","","23","23.38000","","",""
"WHS9_92","BLZ","2010","AMR","","6","5.66000","","",""
"WHS9_92","BEN","2010","AFR","","5","4.64000","","",""
"WHS9_92","BTN","2010","SEAR","","7","7.02000","","",""
"WHS9_92","BOL","2010","AMR","","7","7.06000","","",""
"WHS9_92","BIH","2010","EUR","","19","19.22000","","",""
"WHS9_92","BWA","2010","AFR","","6","6.17000","","",""
"WHS9_92","BRA","2010","AMR","","10","10.27000","","",""
"WHS9_92","BRN","2010","WPR","","6","5.73000","","",""
"WHS9_92","BGR","2010","EUR","","24","24.40000","","",""
"WHS9_92","BFA","2010","AFR","","4","3.72000","","",""
"WHS9_92","BDI","2010","AFR","","5","4.51000","","",""
"WHS9_92","KHM","2010","WPR","","6","6.22000","","",""
"WHS9_92","CMR","2010","AFR","","5","5.39000","","",""
"WHS9_92","CAN","2010","AMR","","20","19.94000","","",""
"WHS9_92","CPV","2010","AFR","","7","7.06000","","",""
"WHS9_92","CAF","2010","AFR","","6","5.97000","","",""
"WHS9_92","TCD","2010","AFR","","5","4.51000","","",""
"WHS9_92","CHL","2010","AMR","","13","13.16000","","",""
"WHS9_92","CHN","2010","WPR","","12","12.34000","","",""
"WHS9_92","COL","2010","AMR","","9","8.59000","","",""
"WHS9_92","COM","2010","AFR","","4","4.16000","","",""
"WHS9_92","COG","2010","AFR","","6","5.53000","","",""
"WHS9_92","COK","2010","WPR","","9","8.94000","","",""
"WHS9_92","CRI","2010","AMR","","10","9.50000","","",""
"WHS9_92","CIV","2010","AFR","","6","5.89000","","",""
"WHS9_92","HRV","2010","EUR","","23","23.35000","","",""
"WHS9_92","CUB","2010","AMR","","17","16.92000","","",""
"WHS9_92","CYP","2010","EUR","","16","16.30000","","",""
"WHS9_92","CZE","2010","EUR","","22","21.83000","","",""
"WHS9_92","PRK","2010","SEAR","","14","13.83000","","",""
"WHS9_92","COD","2010","AFR","","4","4.24000","","",""
"WHS9_92","DNK","2010","EUR","","23","23.26000","","",""
"WHS9_92","DJI","2010","EMR","","5","5.42000","","",""
"WHS9_92","DMA","2010","AMR","","10","10.20000","","",""
"WHS9_92","DOM","2010","AMR","","9","8.86000","","",""
"WHS9_92","ECU","2010","AMR","","9","8.93000","","",""
"WHS9_92","EGY","2010","EMR","","8","8.02000","","",""
"WHS9_92","SLV","2010","AMR","","10","9.51000","","",""
"WHS9_92","GNQ","2010","AFR","","4","4.38000","","",""
"WHS9_92","ERI","2010","AFR","","4","4.09000","","",""
"WHS9_92","EST","2010","EUR","","23","22.77000","","",""
"WHS9_92","ETH","2010","AFR","","5","5.24000","","",""
"WHS9_92","FJI","2010","WPR","","8","7.91000","","",""
"WHS9_92","FIN","2010","EUR","","25","24.77000","","",""
"WHS9_92","FRA","2010","EUR","","23","22.96000","","",""
"WHS9_92","GAB","2010","AFR","","6","6.46000","","",""
"WHS9_92","GMB","2010","AFR","","3","3.47000","","",""
"WHS9_92","GEO","2010","EUR","","19","19.10000","","",""
"WHS9_92","DEU","2010","EUR","","26","26.00000","","",""
"WHS9_92","GHA","2010","AFR","","6","5.91000","","",""
"WHS9_92","GRC","2010","EUR","","24","24.32000","","",""
"WHS9_92","GRD","2010","AMR","","10","9.54000","","",""
"WHS9_92","GTM","2010","AMR","","6","6.37000","","",""
"WHS9_92","GIN","2010","AFR","","5","5.05000","","",""
"WHS9_92","GNB","2010","AFR","","5","5.24000","","",""
"WHS9_92","GUY","2010","AMR","","6","6.45000","","",""
"WHS9_92","HTI","2010","AMR","","7","6.54000","","",""
"WHS9_92","HND","2010","AMR","","6","6.23000","","",""
"WHS9_92","HUN","2010","EUR","","23","22.54000","","",""
"WHS9_92","ISL","2010","EUR","","17","16.86000","","",""
"WHS9_92","IND","2010","SEAR","","8","7.57000","","",""
"WHS9_92","IDN","2010","SEAR","","8","8.16000","","",""
"WHS9_92","IRN","2010","EMR","","7","7.47000","","",""
"WHS9_92","IRQ","2010","EMR","","5","4.69000","","",""
"WHS9_92","IRL","2010","EUR","","16","16.50000","","",""
"WHS9_92","ISR","2010","EUR","","15","14.85000","","",""
"WHS9_92","ITA","2010","EUR","","27","26.52000","","",""
"WHS9_92","JAM","2010","AMR","","11","10.58000","","",""
"WHS9_92","JPN","2010","WPR","","30","30.46000","","",""
"WHS9_92","JOR","2010","EMR","","6","5.80000","","",""
"WHS9_92","KAZ","2010","EUR","","10","9.93000","","",""
"WHS9_92","KEN","2010","AFR","","4","4.17000","","",""
"WHS9_92","KIR","2010","WPR","","7","6.87000","","",""
"WHS9_92","KWT","2010","EMR","","4","4.12000","","",""
"WHS9_92","KGZ","2010","EUR","","6","6.32000","","",""
"WHS9_92","LAO","2010","WPR","","6","5.87000","","",""
"WHS9_92","LVA","2010","EUR","","23","22.86000","","",""
"WHS9_92","LBN","2010","EMR","","10","10.36000","","",""
"WHS9_92","LSO","2010","AFR","","6","6.29000","","",""
"WHS9_92","LBR","2010","AFR","","4","4.36000","","",""
"WHS9_92","LBY","2010","EMR","","6","6.49000","","",""
"WHS9_92","LTU","2010","EUR","","21","21.01000","","",""
"WHS9_92","LUX","2010","EUR","","19","18.87000","","",""
"WHS9_92","MDG","2010","AFR","","5","4.73000","","",""
"WHS9_92","MWI","2010","AFR","","5","4.93000","","",""
"WHS9_92","MYS","2010","WPR","","8","7.71000","","",""
"WHS9_92","MDV","2010","SEAR","","7","6.90000","","",""
"WHS9_92","MLI","2010","AFR","","4","3.53000","","",""
"WHS9_92","MLT","2010","EUR","","21","21.34000","","",""
"WHS9_92","MHL","2010","WPR","","7","6.87000","","",""
"WHS9_92","MRT","2010","AFR","","4","4.43000","","",""
"WHS9_92","MUS","2010","AFR","","11","10.97000","","",""
"WHS9_92","MEX","2010","AMR","","9","9.02000","","",""
"WHS9_92","FSM","2010","WPR","","6","5.94000","","",""
"WHS9_92","MCO","2010","EUR","","23","22.96000","","",""
"WHS9_92","MNG","2010","WPR","","6","5.90000","","",""
"WHS9_92","MNE","2010","EUR","","18","17.69000","","",""
"WHS9_92","MAR","2010","EMR","","8","8.21000","","",""
"WHS9_92","MOZ","2010","AFR","","5","5.10000","","",""
"WHS9_92","MMR","2010","SEAR","","8","7.93000","","",""
"WHS9_92","NAM","2010","AFR","","6","5.67000","","",""
"WHS9_92","NRU","2010","WPR","","7","6.87000","","",""
"WHS9_92","NPL","2010","SEAR","","6","6.28000","","",""
"WHS9_92","NLD","2010","EUR","","22","21.79000","","",""
"WHS9_92","NZL","2010","WPR","","18","18.31000","","",""
"WHS9_92","NIC","2010","AMR","","6","6.28000","","",""
"WHS9_92","NER","2010","AFR","","4","3.85000","","",""
"WHS9_92","NGA","2010","AFR","","5","5.28000","","",""
"WHS9_92","NIU","2010","WPR","","9","8.94000","","",""
"WHS9_92","NOR","2010","EUR","","21","21.15000","","",""
"WHS9_92","OMN","2010","EMR","","4","4.12000","","",""
"WHS9_92","PAK","2010","EMR","","6","6.41000","","",""
"WHS9_92","PLW","2010","WPR","","7","6.87000","","",""
"WHS9_92","PAN","2010","AMR","","10","9.65000","","",""
"WHS9_92","PNG","2010","WPR","","5","4.63000","","",""
"WHS9_92","PRY","2010","AMR","","8","7.61000","","",""
"WHS9_92","PER","2010","AMR","","9","8.81000","","",""
"WHS9_92","PHL","2010","WPR","","6","5.74000","","",""
"WHS9_92","POL","2010","EUR","","19","19.25000","","",""
"WHS9_92","PRT","2010","EUR","","24","23.69000","","",""
"WHS9_92","QAT","2010","EMR","","2","1.84000","","",""
"WHS9_92","KOR","2010","WPR","","16","15.72000","","",""
"WHS9_92","MDA","2010","EUR","","16","15.95000","","",""
"WHS9_92","ROU","2010","EUR","","20","20.31000","","",""
"WHS9_92","RUS","2010","EUR","","18","17.83000","","",""
"WHS9_92","RWA","2010","AFR","","4","4.35000","","",""
"WHS9_92","KNA","2010","AMR","","10","10.20000","","",""
"WHS9_92","LCA","2010","AMR","","9","9.42000","","",""
"WHS9_92","VCT","2010","AMR","","10","9.60000","","",""
"WHS9_92","WSM","2010","WPR","","7","7.29000","","",""
"WHS9_92","SMR","2010","EUR","","27","26.52000","","",""
"WHS9_92","STP","2010","AFR","","5","5.25000","","",""
"WHS9_92","SAU","2010","EMR","","4","4.47000","","",""
"WHS9_92","SEN","2010","AFR","","4","3.94000","","",""
"WHS9_92","SRB","2010","EUR","","20","19.69000","","",""
"WHS9_92","SYC","2010","AFR","","11","11.34000","","",""
"WHS9_92","SLE","2010","AFR","","4","3.57000","","",""
"WHS9_92","SGP","2010","WPR","","14","14.03000","","",""
"WHS9_92","SVK","2010","EUR","","17","17.30000","","",""
"WHS9_92","SVN","2010","EUR","","22","22.44000","","",""
"WHS9_92","SLB","2010","WPR","","5","5.01000","","",""
"WHS9_92","SOM","2010","EMR","","4","4.35000","","",""
"WHS9_92","ZAF","2010","AFR","","7","7.37000","","",""
"WHS9_92","ESP","2010","EUR","","22","22.29000","","",""
"WHS9_92","LKA","2010","SEAR","","12","12.29000","","",""
"WHS9_92","SDN","2010","EMR","","6","5.62000","","",""
"WHS9_92","SUR","2010","AMR","","9","9.30000","","",""
"WHS9_92","SWZ","2010","AFR","","5","5.25000","","",""
"WHS9_92","SWE","2010","EUR","","25","24.91000","","",""
"WHS9_92","CHE","2010","EUR","","23","22.75000","","",""
"WHS9_92","SYR","2010","EMR","","6","5.89000","","",""
"WHS9_92","TJK","2010","EUR","","5","4.87000","","",""
"WHS9_92","THA","2010","SEAR","","13","12.88000","","",""
"WHS9_92","MKD","2010","EUR","","17","16.72000","","",""
"WHS9_92","TLS","2010","SEAR","","5","4.79000","","",""
"WHS9_92","TGO","2010","AFR","","5","5.24000","","",""
"WHS9_92","TON","2010","WPR","","8","8.00000","","",""
"WHS9_92","TTO","2010","AMR","","11","10.63000","","",""
"WHS9_92","TUN","2010","EMR","","10","9.94000","","",""
"WHS9_92","TUR","2010","EUR","","9","9.03000","","",""
"WHS9_92","TKM","2010","EUR","","6","6.08000","","",""
"WHS9_92","TUV","2010","WPR","","9","8.94000","","",""
"WHS9_92","UGA","2010","AFR","","4","3.89000","","",""
"WHS9_92","UKR","2010","EUR","","21","20.72000","","",""
"WHS9_92","ARE","2010","EMR","","1","1.05000","","",""
"WHS9_92","GBR","2010","EUR","","23","22.65000","","",""
"WHS9_92","TZA","2010","AFR","","5","4.88000","","",""
"WHS9_92","USA","2010","AMR","","18","18.42000","","",""
"WHS9_92","URY","2010","AMR","","18","18.29000","","",""
"WHS9_92","UZB","2010","EUR","","6","6.21000","","",""
"WHS9_92","VUT","2010","WPR","","5","5.43000","","",""
"WHS9_92","VEN","2010","AMR","","9","8.61000","","",""
"WHS9_92","VNM","2010","WPR","","8","8.37000","","",""
"WHS9_92","YEM","2010","EMR","","4","4.09000","","",""
"WHS9_92","ZMB","2010","AFR","","5","4.71000","","",""
"WHS9_92","ZWE","2010","AFR","","6","5.96000","","",""
"WHS9_96","AFG","2010","EMR","","23","22.60000","","",""
"WHS9_96","ALB","2010","EUR","","52","51.91000","","",""
"WHS9_96","DZA","2010","AFR","","66","66.50000","","",""
"WHS9_96","AND","2010","EUR","","88","88.00000","","",""
"WHS9_96","AGO","2010","AFR","","59","58.50000","","",""
"WHS9_96","ATG","2010","AMR","","30","30.34000","","",""
"WHS9_96","ARG","2010","AMR","","92","92.39000","","",""
"WHS9_96","ARM","2010","EUR","","64","64.19000","","",""
"WHS9_96","AUS","2010","WPR","","89","89.11000","","",""
"WHS9_96","AUT","2010","EUR","","68","67.55000","","",""
"WHS9_96","AZE","2010","EUR","","52","51.93000","","",""
"WHS9_96","BHS","2010","AMR","","84","84.10000","","",""
"WHS9_96","BHR","2010","EMR","","89","88.61000","","",""
"WHS9_96","BGD","2010","SEAR","","28","28.07000","","",""
"WHS9_96","BRB","2010","AMR","","44","44.47000","","",""
"WHS9_96","BLR","2010","EUR","","75","74.70000","","",""
"WHS9_96","BEL","2010","EUR","","97","97.41000","","",""
"WHS9_96","BLZ","2010","AMR","","52","52.25000","","",""
"WHS9_96","BEN","2010","AFR","","42","42.04000","","",""
"WHS9_96","BTN","2010","SEAR","","35","34.71000","","",""
"WHS9_96","BOL","2010","AMR","","67","66.54000","","",""
"WHS9_96","BIH","2010","EUR","","49","48.62000","","",""
"WHS9_96","BWA","2010","AFR","","61","61.13000","","",""
"WHS9_96","BRA","2010","AMR","","87","86.53000","","",""
"WHS9_96","BRN","2010","WPR","","76","75.65000","","",""
"WHS9_96","BGR","2010","EUR","","71","71.46000","","",""
"WHS9_96","BFA","2010","AFR","","26","25.69000","","",""
"WHS9_96","BDI","2010","AFR","","11","11.00000","","",""
"WHS9_96","KHM","2010","WPR","","20","20.11000","","",""
"WHS9_96","CMR","2010","AFR","","58","58.40000","","",""
"WHS9_96","CAN","2010","AMR","","81","80.58000","","",""
"WHS9_96","CPV","2010","AFR","","61","61.09000","","",""
"WHS9_96","CAF","2010","AFR","","39","38.94000","","",""
"WHS9_96","TCD","2010","AFR","","28","27.62000","","",""
"WHS9_96","CHL","2010","AMR","","89","89.00000","","",""
"WHS9_96","CHN","2010","WPR","","47","47.25000","","",""
"WHS9_96","COL","2010","AMR","","75","75.07000","","",""
"WHS9_96","COM","2010","AFR","","28","28.19000","","",""
"WHS9_96","COG","2010","AFR","","62","62.12000","","",""
"WHS9_96","COK","2010","WPR","","75","75.31000","","",""
"WHS9_96","CRI","2010","AMR","","64","64.42000","","",""
"WHS9_96","CIV","2010","AFR","","51","50.56000","","",""
"WHS9_96","HRV","2010","EUR","","58","57.74000","","",""
"WHS9_96","CUB","2010","AMR","","75","75.23000","","",""
"WHS9_96","CYP","2010","EUR","","70","70.32000","","",""
"WHS9_96","CZE","2010","EUR","","74","73.54000","","",""
"WHS9_96","PRK","2010","SEAR","","60","60.22000","","",""
"WHS9_96","COD","2010","AFR","","35","35.22000","","",""
"WHS9_96","DNK","2010","EUR","","87","86.87000","","",""
"WHS9_96","DJI","2010","EMR","","76","76.23000","","",""
"WHS9_96","DMA","2010","AMR","","67","67.24000","","",""
"WHS9_96","DOM","2010","AMR","","69","69.18000","","",""
"WHS9_96","ECU","2010","AMR","","67","66.95000","","",""
"WHS9_96","EGY","2010","EMR","","43","43.40000","","",""
"WHS9_96","SLV","2010","AMR","","64","64.30000","","",""
"WHS9_96","GNQ","2010","AFR","","40","39.70000","","",""
"WHS9_96","ERI","2010","AFR","","22","21.58000","","",""
"WHS9_96","EST","2010","EUR","","69","69.49000","","",""
"WHS9_96","ETH","2010","AFR","","17","16.66000","","",""
"WHS9_96","FJI","2010","WPR","","52","51.86000","","",""
"WHS9_96","FIN","2010","EUR","","85","85.09000","","",""
"WHS9_96","FRA","2010","EUR","","85","85.25000","","",""
"WHS9_96","GAB","2010","AFR","","86","86.03000","","",""
