"Indicator","Country","Year","WHO region","World Bank income group","Display Value","Numeric","Low","High","Comments"
"Gross national income per capita (PPP int. $)","Brunei Darussalam","2009","Western Pacific","High income","50180","50180.00000","","",""
"Gross national income per capita (PPP int. $)","Bulgaria","2007","Europe","Upper middle income","11400","11400.00000","","",""
"Gross national income per capita (PPP int. $)","Bulgaria","2008","Europe","Upper middle income","13230","13230.00000","","",""
"Gross national income per capita (PPP int. $)","Bulgaria","2009","Europe","Upper middle income","13250","13250.00000","","",""
"Gross national income per capita (PPP int. $)","Bulgaria","2010","Europe","Upper middle income","13440","13440.00000","","",""
"Gross national income per capita (PPP int. $)","Burkina Faso","2007","Africa","Low income","1100","1100.00000","","",""
"Gross national income per capita (PPP int. $)","Burkina Faso","2008","Africa","Low income","1130","1130.00000","","",""
"Gross national income per capita (PPP int. $)","Burkina Faso","2009","Africa","Low income","1160","1160.00000","","",""
"Gross national income per capita (PPP int. $)","Burkina Faso","2010","Africa","Low income","1250","1250.00000","","",""
"Gross national income per capita (PPP int. $)","Burundi","2007","Africa","Low income","370","370.00000","","",""
"Gross national income per capita (PPP int. $)","Burundi","2008","Africa","Low income","390","390.00000","","",""
"Gross national income per capita (PPP int. $)","Burundi","2009","Africa","Low income","400","400.00000","","",""
"Gross national income per capita (PPP int. $)","Burundi","2010","Africa","Low income","400","400.00000","","",""
"Gross national income per capita (PPP int. $)","Cambodia","2007","Western Pacific","Low income","1830","1830.00000","","",""
"Gross national income per capita (PPP int. $)","Cambodia","2008","Western Pacific","Low income","1960","1960.00000","","",""
"Gross national income per capita (PPP int. $)","Cambodia","2009","Western Pacific","Low income","1980","1980.00000","","",""
"Gross national income per capita (PPP int. $)","Cambodia","2010","Western Pacific","Low income","2080","2080.00000","","",""
"Gross national income per capita (PPP int. $)","Cameroon","2007","Africa","Lower middle income","2150","2150.00000","","",""
"Gross national income per capita (PPP int. $)","Cameroon","2008","Africa","Lower middle income","2190","2190.00000","","",""
"Gross national income per capita (PPP int. $)","Cameroon","2009","Africa","Lower middle income","2240","2240.00000","","",""
"Gross national income per capita (PPP int. $)","Cameroon","2010","Africa","Lower middle income","2270","2270.00000","","",""
"Gross national income per capita (PPP int. $)","Canada","2007","Americas","High income","37860","37860.00000","","",""
"Gross national income per capita (PPP int. $)","Canada","2008","Americas","High income","38490","38490.00000","","",""
"Gross national income per capita (PPP int. $)","Canada","2009","Americas","High income","37260","37260.00000","","",""
"Gross national income per capita (PPP int. $)","Canada","2010","Americas","High income","38370","38370.00000","","",""
"Gross national income per capita (PPP int. $)","Cape Verde","2007","Africa","Lower middle income","3190","3190.00000","","",""
"Gross national income per capita (PPP int. $)","Cape Verde","2008","Africa","Lower middle income","3410","3410.00000","","",""
"Gross national income per capita (PPP int. $)","Cape Verde","2009","Africa","Lower middle income","3580","3580.00000","","",""
"Gross national income per capita (PPP int. $)","Cape Verde","2010","Africa","Lower middle income","3710","3710.00000","","",""
"Gross national income per capita (PPP int. $)","Central African Republic","2007","Africa","Low income","740","740.00000","","",""
"Gross national income per capita (PPP int. $)","Central African Republic","2008","Africa","Low income","750","750.00000","","",""
"Gross national income per capita (PPP int. $)","Central African Republic","2009","Africa","Low income","770","770.00000","","",""
"Gross national income per capita (PPP int. $)","Central African Republic","2010","Africa","Low income","790","790.00000","","",""
"Gross national income per capita (PPP int. $)","Chad","2007","Africa","Low income","1150","1150.00000","","",""
"Gross national income per capita (PPP int. $)","Chad","2008","Africa","Low income","1100","1100.00000","","",""
"Gross national income per capita (PPP int. $)","Chad","2009","Africa","Low income","1200","1200.00000","","",""
"Gross national income per capita (PPP int. $)","Chad","2010","Africa","Low income","1220","1220.00000","","",""
"Gross national income per capita (PPP int. $)","Chile","2007","Americas","Upper middle income","12280","12280.00000","","",""
"Gross national income per capita (PPP int. $)","Chile","2008","Americas","Upper middle income","13420","13420.00000","","",""
"Gross national income per capita (PPP int. $)","Chile","2009","Americas","Upper middle income","13290","13290.00000","","",""
"Gross national income per capita (PPP int. $)","Chile","2010","Americas","Upper middle income","14640","14640.00000","","",""
"Gross national income per capita (PPP int. $)","China","2007","Western Pacific","Lower middle income","5580","5580.00000","","","
        For statistical purposes, the data for China do not include Hong Kong and Macao Special Administrative Regions of China.        
      "
"Gross national income per capita (PPP int. $)","China","2008","Western Pacific","Lower middle income","6230","6230.00000","","",""
"Gross national income per capita (PPP int. $)","China","2009","Western Pacific","Lower middle income","6870","6870.00000","","",""
"Gross national income per capita (PPP int. $)","China","2010","Western Pacific","Lower middle income","7640","7640.00000","","",""
"Gross national income per capita (PPP int. $)","Colombia","2007","Americas","Upper middle income","8260","8260.00000","","",""
"Gross national income per capita (PPP int. $)","Colombia","2008","Americas","Upper middle income","8590","8590.00000","","",""
"Gross national income per capita (PPP int. $)","Colombia","2009","Americas","Upper middle income","8780","8780.00000","","",""
"Gross national income per capita (PPP int. $)","Colombia","2010","Americas","Upper middle income","9060","9060.00000","","",""
"Gross national income per capita (PPP int. $)","Comoros","2007","Africa","Low income","1080","1080.00000","","",""
"Gross national income per capita (PPP int. $)","Comoros","2008","Africa","Low income","1080","1080.00000","","",""
"Gross national income per capita (PPP int. $)","Comoros","2009","Africa","Low income","1090","1090.00000","","",""
"Gross national income per capita (PPP int. $)","Comoros","2010","Africa","Low income","1090","1090.00000","","",""
"Gross national income per capita (PPP int. $)","Democratic Republic of the Congo","2007","Africa","Low income","300","300.00000","","",""
"Gross national income per capita (PPP int. $)","Democratic Republic of the Congo","2008","Africa","Low income","290","290.00000","","",""
"Gross national income per capita (PPP int. $)","Democratic Republic of the Congo","2009","Africa","Low income","310","310.00000","","",""
"Gross national income per capita (PPP int. $)","Democratic Republic of the Congo","2010","Africa","Low income","320","320.00000","","",""
"Gross national income per capita (PPP int. $)","Congo","2007","Africa","Lower middle income","2450","2450.00000","","",""
"Gross national income per capita (PPP int. $)","Congo","2008","Africa","Lower middle income","2760","2760.00000","","",""
"Gross national income per capita (PPP int. $)","Congo","2009","Africa","Lower middle income","2890","2890.00000","","",""
"Gross national income per capita (PPP int. $)","Congo","2010","Africa","Lower middle income","3190","3190.00000","","",""
"Gross national income per capita (PPP int. $)","Costa Rica","2007","Americas","Upper middle income","10610","10610.00000","","",""
"Gross national income per capita (PPP int. $)","Costa Rica","2008","Americas","Upper middle income","11000","11000.00000","","",""
"Gross national income per capita (PPP int. $)","Costa Rica","2009","Americas","Upper middle income","10830","10830.00000","","",""
"Gross national income per capita (PPP int. $)","Costa Rica","2010","Americas","Upper middle income","11270","11270.00000","","",""
"Gross national income per capita (PPP int. $)","C?te d'Ivoire","2007","Africa","Lower middle income","1670","1670.00000","","",""
"Gross national income per capita (PPP int. $)","C?te d'Ivoire","2008","Africa","Lower middle income","1720","1720.00000","","",""
"Gross national income per capita (PPP int. $)","C?te d'Ivoire","2009","Africa","Lower middle income","1790","1790.00000","","",""
"Gross national income per capita (PPP int. $)","C?te d'Ivoire","2010","Africa","Lower middle income","1810","1810.00000","","",""
"Gross national income per capita (PPP int. $)","Croatia","2007","Europe","High income","18390","18390.00000","","",""
"Gross national income per capita (PPP int. $)","Croatia","2008","Europe","High income","19180","19180.00000","","",""
"Gross national income per capita (PPP int. $)","Croatia","2009","Europe","High income","19260","19260.00000","","",""
"Gross national income per capita (PPP int. $)","Croatia","2010","Europe","High income","18890","18890.00000","","",""
"Gross national income per capita (PPP int. $)","Cyprus","2007","Europe","High income","27720","27720.00000","","",""
"Gross national income per capita (PPP int. $)","Cyprus","2008","Europe","High income","29780","29780.00000","","",""
"Gross national income per capita (PPP int. $)","Cyprus","2009","Europe","High income","30170","30170.00000","","",""
"Gross national income per capita (PPP int. $)","Cyprus","2010","Europe","High income","30300","30300.00000","","",""
"Gross national income per capita (PPP int. $)","Czech Republic","2007","Europe","High income","22830","22830.00000","","",""
"Gross national income per capita (PPP int. $)","Czech Republic","2008","Europe","High income","23690","23690.00000","","",""
"Gross national income per capita (PPP int. $)","Czech Republic","2009","Europe","High income","23380","23380.00000","","",""
"Gross national income per capita (PPP int. $)","Czech Republic","2010","Europe","High income","22910","22910.00000","","",""
"Gross national income per capita (PPP int. $)","Denmark","2007","Europe","High income","38120","38120.00000","","",""
"Gross national income per capita (PPP int. $)","Denmark","2008","Europe","High income","40460","40460.00000","","",""
"Gross national income per capita (PPP int. $)","Denmark","2009","Europe","High income","38910","38910.00000","","",""
"Gross national income per capita (PPP int. $)","Denmark","2010","Europe","High income","41100","41100.00000","","",""
"Gross national income per capita (PPP int. $)","Djibouti","2007","Eastern Mediterranean","Lower middle income","2290","2290.00000","","",""
"Gross national income per capita (PPP int. $)","Djibouti","2008","Eastern Mediterranean","Lower middle income","2400","2400.00000","","",""
"Gross national income per capita (PPP int. $)","Djibouti","2009","Eastern Mediterranean","Lower middle income","2460","2460.00000","","",""
"Gross national income per capita (PPP int. $)","Dominica","2007","Americas","Upper middle income","10440","10440.00000","","",""
"Gross national income per capita (PPP int. $)","Dominica","2008","Americas","Upper middle income","11500","11500.00000","","",""
"Gross national income per capita (PPP int. $)","Dominica","2009","Americas","Upper middle income","11820","11820.00000","","",""
"Gross national income per capita (PPP int. $)","Dominica","2010","Americas","Upper middle income","11940","11940.00000","","",""
"Gross national income per capita (PPP int. $)","Dominican Republic","2007","Americas","Upper middle income","7510","7510.00000","","",""
"Gross national income per capita (PPP int. $)","Dominican Republic","2008","Americas","Upper middle income","8060","8060.00000","","",""
"Gross national income per capita (PPP int. $)","Dominican Republic","2009","Americas","Upper middle income","8390","8390.00000","","",""
"Gross national income per capita (PPP int. $)","Dominican Republic","2010","Americas","Upper middle income","9030","9030.00000","","",""
"Gross national income per capita (PPP int. $)","Ecuador","2007","Americas","Lower middle income","6860","6860.00000","","",""
"Gross national income per capita (PPP int. $)","Ecuador","2008","Americas","Lower middle income","7530","7530.00000","","",""
"Gross national income per capita (PPP int. $)","Ecuador","2009","Americas","Lower middle income","7590","7590.00000","","",""
"Gross national income per capita (PPP int. $)","Ecuador","2010","Americas","Lower middle income","7880","7880.00000","","",""
"Gross national income per capita (PPP int. $)","Egypt","2007","Eastern Mediterranean","Lower middle income","5310","5310.00000","","",""
"Gross national income per capita (PPP int. $)","Egypt","2008","Eastern Mediterranean","Lower middle income","5710","5710.00000","","",""
"Gross national income per capita (PPP int. $)","Egypt","2009","Eastern Mediterranean","Lower middle income","5940","5940.00000","","",""
"Gross national income per capita (PPP int. $)","Egypt","2010","Eastern Mediterranean","Lower middle income","6060","6060.00000","","",""
"Gross national income per capita (PPP int. $)","El Salvador","2007","Americas","Lower middle income","6340","6340.00000","","",""
"Gross national income per capita (PPP int. $)","El Salvador","2008","Americas","Lower middle income","6560","6560.00000","","",""
"Gross national income per capita (PPP int. $)","El Salvador","2009","Americas","Lower middle income","6380","6380.00000","","",""
"Gross national income per capita (PPP int. $)","El Salvador","2010","Americas","Lower middle income","6550","6550.00000","","",""
"Gross national income per capita (PPP int. $)","Equatorial Guinea","2007","Africa","High income","16240","16240.00000","","",""
"Gross national income per capita (PPP int. $)","Equatorial Guinea","2008","Africa","High income","20950","20950.00000","","",""
"Gross national income per capita (PPP int. $)","Equatorial Guinea","2009","Africa","High income","25530","25530.00000","","",""
"Gross national income per capita (PPP int. $)","Equatorial Guinea","2010","Africa","High income","23760","23760.00000","","",""
"Gross national income per capita (PPP int. $)","Eritrea","2007","Africa","Low income","590","590.00000","","",""
"Gross national income per capita (PPP int. $)","Eritrea","2008","Africa","Low income","530","530.00000","","",""
"Gross national income per capita (PPP int. $)","Eritrea","2009","Africa","Low income","540","540.00000","","",""
"Gross national income per capita (PPP int. $)","Eritrea","2010","Africa","Low income","540","540.00000","","",""
"Gross national income per capita (PPP int. $)","Estonia","2007","Europe","High income","19800","19800.00000","","",""
"Gross national income per capita (PPP int. $)","Estonia","2008","Europe","High income","20710","20710.00000","","",""
"Gross national income per capita (PPP int. $)","Estonia","2009","Europe","High income","19360","19360.00000","","",""
"Gross national income per capita (PPP int. $)","Estonia","2010","Europe","High income","19810","19810.00000","","",""
"Gross national income per capita (PPP int. $)","Ethiopia","2007","Africa","Low income","800","800.00000","","",""
"Gross national income per capita (PPP int. $)","Ethiopia","2008","Africa","Low income","880","880.00000","","",""
"Gross national income per capita (PPP int. $)","Ethiopia","2009","Africa","Low income","960","960.00000","","",""
"Gross national income per capita (PPP int. $)","Ethiopia","2010","Africa","Low income","1040","1040.00000","","",""
"Gross national income per capita (PPP int. $)","Fiji","2007","Western Pacific","Upper middle income","4470","4470.00000","","",""
"Gross national income per capita (PPP int. $)","Fiji","2008","Western Pacific","Upper middle income","4560","4560.00000","","",""
"Gross national income per capita (PPP int. $)","Fiji","2009","Western Pacific","Upper middle income","4630","4630.00000","","",""
"Gross national income per capita (PPP int. $)","Fiji","2010","Western Pacific","Upper middle income","4510","4510.00000","","",""
"Gross national income per capita (PPP int. $)","Finland","2007","Europe","High income","36180","36180.00000","","",""
"Gross national income per capita (PPP int. $)","Finland","2008","Europe","High income","38280","38280.00000","","",""
"Gross national income per capita (PPP int. $)","Finland","2009","Europe","High income","36260","36260.00000","","",""
"Gross national income per capita (PPP int. $)","Finland","2010","Europe","High income","37070","37070.00000","","",""
"Gross national income per capita (PPP int. $)","France","2007","Europe","High income","33700","33700.00000","","",""
"Gross national income per capita (PPP int. $)","France","2008","Europe","High income","34740","34740.00000","","",""
"Gross national income per capita (PPP int. $)","France","2009","Europe","High income","34230","34230.00000","","",""
"Gross national income per capita (PPP int. $)","France","2010","Europe","High income","34750","34750.00000","","",""
"Gross national income per capita (PPP int. $)","Gabon","2007","Africa","Upper middle income","12350","12350.00000","","",""
"Gross national income per capita (PPP int. $)","Gabon","2008","Africa","Upper middle income","12420","12420.00000","","",""
"Gross national income per capita (PPP int. $)","Gabon","2009","Africa","Upper middle income","12960","12960.00000","","",""
"Gross national income per capita (PPP int. $)","Gabon","2010","Africa","Upper middle income","13060","13060.00000","","",""
"Gross national income per capita (PPP int. $)","Gambia","2007","Africa","Low income","1140","1140.00000","","",""
"Gross national income per capita (PPP int. $)","Gambia","2008","Africa","Low income","1230","1230.00000","","",""
"Gross national income per capita (PPP int. $)","Gambia","2009","Africa","Low income","1290","1290.00000","","",""
"Gross national income per capita (PPP int. $)","Gambia","2010","Africa","Low income","1300","1300.00000","","",""
"Gross national income per capita (PPP int. $)","Georgia","2007","Europe","Lower middle income","4700","4700.00000","","",""
"Gross national income per capita (PPP int. $)","Georgia","2008","Europe","Lower middle income","4840","4840.00000","","",""
"Gross national income per capita (PPP int. $)","Georgia","2009","Europe","Lower middle income","4720","4720.00000","","",""
"Gross national income per capita (PPP int. $)","Georgia","2010","Europe","Lower middle income","4990","4990.00000","","",""
"Gross national income per capita (PPP int. $)","Germany","2007","Europe","High income","36170","36170.00000","","",""
"Gross national income per capita (PPP int. $)","Germany","2008","Europe","High income","37590","37590.00000","","",""
"Gross national income per capita (PPP int. $)","Germany","2009","Europe","High income","36800","36800.00000","","",""
"Gross national income per capita (PPP int. $)","Germany","2010","Europe","High income","38100","38100.00000","","",""
"Gross national income per capita (PPP int. $)","Ghana","2007","Africa","Low income","1200","1200.00000","","",""
"Gross national income per capita (PPP int. $)","Ghana","2008","Africa","Low income","1330","1330.00000","","",""
"Gross national income per capita (PPP int. $)","Ghana","2009","Africa","Low income","1530","1530.00000","","",""
"Gross national income per capita (PPP int. $)","Ghana","2010","Africa","Low income","1620","1620.00000","","",""
"Gross national income per capita (PPP int. $)","Greece","2007","Europe","High income","26930","26930.00000","","",""
"Gross national income per capita (PPP int. $)","Greece","2008","Europe","High income","28600","28600.00000","","",""
"Gross national income per capita (PPP int. $)","Greece","2009","Europe","High income","28670","28670.00000","","",""
"Gross national income per capita (PPP int. $)","Greece","2010","Europe","High income","27630","27630.00000","","",""
"Gross national income per capita (PPP int. $)","Grenada","2007","Americas","Upper middle income","10370","10370.00000","","",""
"Gross national income per capita (PPP int. $)","Grenada","2008","Americas","Upper middle income","10680","10680.00000","","",""
"Gross national income per capita (PPP int. $)","Grenada","2009","Americas","Upper middle income","9640","9640.00000","","",""
"Gross national income per capita (PPP int. $)","Grenada","2010","Americas","Upper middle income","9930","9930.00000","","",""
"Gross national income per capita (PPP int. $)","Guatemala","2007","Americas","Lower middle income","4490","4490.00000","","",""
"Gross national income per capita (PPP int. $)","Guatemala","2008","Americas","Lower middle income","4630","4630.00000","","",""
"Gross national income per capita (PPP int. $)","Guatemala","2009","Americas","Lower middle income","4600","4600.00000","","",""
"Gross national income per capita (PPP int. $)","Guatemala","2010","Americas","Lower middle income","4650","4650.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea","2007","Africa","Low income","940","940.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea","2008","Africa","Low income","960","960.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea","2009","Africa","Low income","960","960.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea","2010","Africa","Low income","1020","1020.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea-Bissau","2007","Africa","Low income","1080","1080.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea-Bissau","2008","Africa","Low income","1110","1110.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea-Bissau","2009","Africa","Low income","1150","1150.00000","","",""
"Gross national income per capita (PPP int. $)","Guinea-Bissau","2010","Africa","Low income","1180","1180.00000","","",""
"Gross national income per capita (PPP int. $)","Guyana","2007","Americas","Lower middle income","2960","2960.00000","","",""
"Gross national income per capita (PPP int. $)","Guyana","2008","Americas","Lower middle income","3110","3110.00000","","",""
"Gross national income per capita (PPP int. $)","Guyana","2009","Americas","Lower middle income","3270","3270.00000","","",""
"Gross national income per capita (PPP int. $)","Guyana","2010","Americas","Lower middle income","3450","3450.00000","","",""
"Gross national income per capita (PPP int. $)","Haiti","2007","Americas","Low income","1150","1150.00000","","",""
"Gross national income per capita (PPP int. $)","Haiti","2008","Americas","Low income","1140","1140.00000","","",""
"Gross national income per capita (PPP int. $)","Haiti","2009","Americas","Low income","1180","1180.00000","","",""
"Gross national income per capita (PPP int. $)","Honduras","2007","Americas","Lower middle income","3660","3660.00000","","",""
"Gross national income per capita (PPP int. $)","Honduras","2008","Americas","Lower middle income","3800","3800.00000","","",""
"Gross national income per capita (PPP int. $)","Honduras","2009","Americas","Lower middle income","3720","3720.00000","","",""
"Gross national income per capita (PPP int. $)","Honduras","2010","Americas","Lower middle income","3770","3770.00000","","",""
"Gross national income per capita (PPP int. $)","Hungary","2007","Europe","High income","17610","17610.00000","","",""
"Gross national income per capita (PPP int. $)","Hungary","2008","Europe","High income","19120","19120.00000","","",""
"Gross national income per capita (PPP int. $)","Hungary","2009","Europe","High income","19260","19260.00000","","",""
"Gross national income per capita (PPP int. $)","Hungary","2010","Europe","High income","19550","19550.00000","","",""
"Gross national income per capita (PPP int. $)","Iceland","2007","Europe","High income","35320","35320.00000","","",""
"Gross national income per capita (PPP int. $)","Iceland","2008","Europe","High income","31200","31200.00000","","",""
"Gross national income per capita (PPP int. $)","Iceland","2009","Europe","High income","29620","29620.00000","","",""
"Gross national income per capita (PPP int. $)","Iceland","2010","Europe","High income","28270","28270.00000","","",""
"Gross national income per capita (PPP int. $)","India","2007","South-East Asia","Lower middle income","2720","2720.00000","","",""
"Gross national income per capita (PPP int. $)","India","2008","South-East Asia","Lower middle income","2870","2870.00000","","",""
"Gross national income per capita (PPP int. $)","India","2009","South-East Asia","Lower middle income","3150","3150.00000","","",""
"Gross national income per capita (PPP int. $)","India","2010","South-East Asia","Lower middle income","3400","3400.00000","","",""
"Gross national income per capita (PPP int. $)","Indonesia","2007","South-East Asia","Lower middle income","3470","3470.00000","","",""
"Gross national income per capita (PPP int. $)","Indonesia","2008","South-East Asia","Lower middle income","3740","3740.00000","","",""
"Gross national income per capita (PPP int. $)","Indonesia","2009","South-East Asia","Lower middle income","3940","3940.00000","","",""
"Gross national income per capita (PPP int. $)","Indonesia","2010","South-East Asia","Lower middle income","4200","4200.00000","","",""
"Gross national income per capita (PPP int. $)","Iran (Islamic Republic of)","2007","Eastern Mediterranean","Lower middle income","10820","10820.00000","","",""
"Gross national income per capita (PPP int. $)","Iran (Islamic Republic of)","2008","Eastern Mediterranean","Lower middle income","11210","11210.00000","","",""
"Gross national income per capita (PPP int. $)","Iran (Islamic Republic of)","2009","Eastern Mediterranean","Lower middle income","11490","11490.00000","","",""
"Gross national income per capita (PPP int. $)","Iraq","2007","Eastern Mediterranean","Lower middle income","3030","3030.00000","","",""
"Gross national income per capita (PPP int. $)","Iraq","2008","Eastern Mediterranean","Lower middle income","3370","3370.00000","","",""
"Gross national income per capita (PPP int. $)","Iraq","2009","Eastern Mediterranean","Lower middle income","3390","3390.00000","","",""
"Gross national income per capita (PPP int. $)","Iraq","2010","Eastern Mediterranean","Lower middle income","3370","3370.00000","","",""
"Gross national income per capita (PPP int. $)","Ireland","2007","Europe","High income","39440","39440.00000","","",""
"Gross national income per capita (PPP int. $)","Ireland","2008","Europe","High income","37040","37040.00000","","",""
"Gross national income per capita (PPP int. $)","Ireland","2009","Europe","High income","33130","33130.00000","","",""
"Gross national income per capita (PPP int. $)","Ireland","2010","Europe","High income","33540","33540.00000","","",""
"Gross national income per capita (PPP int. $)","Israel","2007","Europe","High income","26640","26640.00000","","",""
"Gross national income per capita (PPP int. $)","Israel","2008","Europe","High income","27120","27120.00000","","",""
"Gross national income per capita (PPP int. $)","Israel","2009","Europe","High income","26880","26880.00000","","",""
"Gross national income per capita (PPP int. $)","Israel","2010","Europe","High income","27660","27660.00000","","",""
"Gross national income per capita (PPP int. $)","Italy","2007","Europe","High income","32040","32040.00000","","",""
"Gross national income per capita (PPP int. $)","Italy","2008","Europe","High income","33010","33010.00000","","",""
"Gross national income per capita (PPP int. $)","Italy","2009","Europe","High income","32250","32250.00000","","",""
"Gross national income per capita (PPP int. $)","Italy","2010","Europe","High income","31810","31810.00000","","",""
"Gross national income per capita (PPP int. $)","Jamaica","2007","Americas","Upper middle income","7370","7370.00000","","",""
"Gross national income per capita (PPP int. $)","Jamaica","2008","Americas","Upper middle income","7520","7520.00000","","",""
"Gross national income per capita (PPP int. $)","Jamaica","2009","Americas","Upper middle income","7280","7280.00000","","",""
"Gross national income per capita (PPP int. $)","Jamaica","2010","Americas","Upper middle income","7310","7310.00000","","",""
"Gross national income per capita (PPP int. $)","Japan","2007","Western Pacific","High income","34660","34660.00000","","",""
"Gross national income per capita (PPP int. $)","Japan","2008","Western Pacific","High income","34920","34920.00000","","",""
"Gross national income per capita (PPP int. $)","Japan","2009","Western Pacific","High income","32930","32930.00000","","",""
"Gross national income per capita (PPP int. $)","Japan","2010","Western Pacific","High income","34610","34610.00000","","",""
"Gross national income per capita (PPP int. $)","Jordan","2007","Eastern Mediterranean","Lower middle income","5360","5360.00000","","",""
"Gross national income per capita (PPP int. $)","Jordan","2008","Eastern Mediterranean","Lower middle income","5720","5720.00000","","",""
"Gross national income per capita (PPP int. $)","Jordan","2009","Eastern Mediterranean","Lower middle income","5790","5790.00000","","",""
"Gross national income per capita (PPP int. $)","Jordan","2010","Eastern Mediterranean","Lower middle income","5800","5800.00000","","",""
"Gross national income per capita (PPP int. $)","Kazakhstan","2007","Europe","Upper middle income","9540","9540.00000","","",""
"Gross national income per capita (PPP int. $)","Kazakhstan","2008","Europe","Upper middle income","9710","9710.00000","","",""
"Gross national income per capita (PPP int. $)","Kazakhstan","2009","Europe","Upper middle income","10140","10140.00000","","",""
"Gross national income per capita (PPP int. $)","Kazakhstan","2010","Europe","Upper middle income","10770","10770.00000","","",""
"Gross national income per capita (PPP int. $)","Kenya","2007","Africa","Low income","1540","1540.00000","","",""
"Gross national income per capita (PPP int. $)","Kenya","2008","Africa","Low income","1560","1560.00000","","",""
"Gross national income per capita (PPP int. $)","Kenya","2009","Africa","Low income","1590","1590.00000","","",""
"Gross national income per capita (PPP int. $)","Kenya","2010","Africa","Low income","1640","1640.00000","","",""
"Gross national income per capita (PPP int. $)","Kiribati","2007","Western Pacific","Lower middle income","3590","3590.00000","","",""
"Gross national income per capita (PPP int. $)","Kiribati","2008","Western Pacific","Lower middle income","3670","3670.00000","","",""
"Gross national income per capita (PPP int. $)","Kiribati","2009","Western Pacific","Lower middle income","3340","3340.00000","","",""
"Gross national income per capita (PPP int. $)","Kiribati","2010","Western Pacific","Lower middle income","3520","3520.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Korea","2007","Western Pacific","High income","26230","26230.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Korea","2008","Western Pacific","High income","27080","27080.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Korea","2009","Western Pacific","High income","27290","27290.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Korea","2010","Western Pacific","High income","29110","29110.00000","","",""
"Gross national income per capita (PPP int. $)","Kuwait","2007","Eastern Mediterranean","High income","58350","58350.00000","","",""
"Gross national income per capita (PPP int. $)","Kyrgyzstan","2007","Europe","Low income","1980","1980.00000","","",""
"Gross national income per capita (PPP int. $)","Kyrgyzstan","2008","Europe","Low income","2120","2120.00000","","",""
"Gross national income per capita (PPP int. $)","Kyrgyzstan","2009","Europe","Low income","2190","2190.00000","","",""
"Gross national income per capita (PPP int. $)","Kyrgyzstan","2010","Europe","Low income","2070","2070.00000","","",""
"Gross national income per capita (PPP int. $)","Lao People's Democratic Republic","2007","Western Pacific","Low income","1970","1970.00000","","",""
"Gross national income per capita (PPP int. $)","Lao People's Democratic Republic","2008","Western Pacific","Low income","2120","2120.00000","","",""
"Gross national income per capita (PPP int. $)","Lao People's Democratic Republic","2009","Western Pacific","Low income","2340","2340.00000","","",""
"Gross national income per capita (PPP int. $)","Lao People's Democratic Republic","2010","Western Pacific","Low income","2440","2440.00000","","",""
"Gross national income per capita (PPP int. $)","Latvia","2007","Europe","Upper middle income","17320","17320.00000","","",""
"Gross national income per capita (PPP int. $)","Latvia","2008","Europe","Upper middle income","20240","20240.00000","","",""
"Gross national income per capita (PPP int. $)","Latvia","2009","Europe","Upper middle income","17400","17400.00000","","",""
"Gross national income per capita (PPP int. $)","Latvia","2010","Europe","Upper middle income","16380","16380.00000","","",""
"Gross national income per capita (PPP int. $)","Lebanon","2007","Eastern Mediterranean","Upper middle income","11130","11130.00000","","",""
"Gross national income per capita (PPP int. $)","Lebanon","2008","Eastern Mediterranean","Upper middle income","12150","12150.00000","","",""
"Gross national income per capita (PPP int. $)","Lebanon","2009","Eastern Mediterranean","Upper middle income","13050","13050.00000","","",""
"Gross national income per capita (PPP int. $)","Lebanon","2010","Eastern Mediterranean","Upper middle income","14090","14090.00000","","",""
"Gross national income per capita (PPP int. $)","Lesotho","2007","Africa","Lower middle income","1740","1740.00000","","",""
"Gross national income per capita (PPP int. $)","Lesotho","2008","Africa","Lower middle income","1850","1850.00000","","",""
"Gross national income per capita (PPP int. $)","Lesotho","2009","Africa","Lower middle income","1930","1930.00000","","",""
"Gross national income per capita (PPP int. $)","Lesotho","2010","Africa","Lower middle income","1970","1970.00000","","",""
"Gross national income per capita (PPP int. $)","Liberia","2007","Africa","Low income","300","300.00000","","",""
"Gross national income per capita (PPP int. $)","Liberia","2008","Africa","Low income","320","320.00000","","",""
"Gross national income per capita (PPP int. $)","Liberia","2009","Africa","Low income","340","340.00000","","",""
"Gross national income per capita (PPP int. $)","Liberia","2010","Africa","Low income","340","340.00000","","",""
"Gross national income per capita (PPP int. $)","Libya","2007","Eastern Mediterranean","Upper middle income","16520","16520.00000","","",""
"Gross national income per capita (PPP int. $)","Libya","2008","Eastern Mediterranean","Upper middle income","16710","16710.00000","","",""
"Gross national income per capita (PPP int. $)","Libya","2009","Eastern Mediterranean","Upper middle income","16880","16880.00000","","",""
